	Source file	DateTime	Date	Time	Duration(s)	Comments	Final207_235	Final207_235_Int2SE	Final207_235_Prop2SE	Final206_238	Final206_238_Int2SE	Final206_238_Prop2SE	Final238_206	Final238_206_Prop2SE	Final207_206	Final207_206_Int2SE	Final207_206_Prop2SE	Final208_232	Final208_232_Int2SE	Final206_208	Final206_208_Int2SE	FinalAge206_238	FinalAge206_238_Int2SE	FinalAge206_238_Prop2SE	FinalAge207_235	FinalAge207_235_Int2SE	FinalAge207_235_Prop2SE	FinalAge208_232	FinalAge208_232_Int2SE	Final206_204	Final206_204_Int2SE	Final207_204	Final207_204_Int2SE	Final208_204	Final208_204_Int2SE	Approx_U_PPM	Approx_U_PPM_Int2SE	Approx_Th_PPM	Approx_Th_PPM_Int2SE	Approx_Pb_PPM	Approx_Pb_PPM_Int2SE	FInal_U_Th_Ratio	FInal_U_Th_Ratio_Int2SE	Final238_206	Final238_206_Int2SE	FinalAge207_206	FinalAge207_206_Int2SE	FinalDiscPercent	FinalDiscPercent_Int2SE	FinalAnd207_235	FinalAnd207_235_Int2SE	FinalAnd207_235_Prop2SE	FinalAnd206_238	FinalAnd206_238_Int2SE	FinalAnd206_238_Prop2SE	FinalAnd208_232	FinalAnd208_232_Int2SE	FinalAnd238_206	FinalAnd238_206_Int2SE	FinalAnd207_206	FinalAnd207_206_Int2SE	FinalAgeAnd207_206	FinalAgeAnd207_206_Int2SE	FinalAgeAnd207_235	FinalAgeAnd207_235_Int2SE	FinalAgeAnd207_235_Prop2SE	FinalAgeAnd206_238	FinalAgeAnd206_238_Int2SE	FinalAgeAnd206_238_Prop2SE	FinalAgeAnd208_232	FinalAgeAnd208_232_Int2SE	FinalFracCommonPb	FinalFracCommonPb_Int2SE	FinalFracLostPb	FinalFracLostPb_Int2SE	AndersenSolution	AndersenSolution_Int2SE	FinalPbC207_235	FinalPbC207_235_Int2SE	FinalPbC207_235_Prop2SE	FinalPbC206_238	FinalPbC206_238_Int2SE	FinalPbC206_238_Prop2SE	FinalPbC208_232	FinalPbC208_232_Int2SE	FinalPbC207_206	FinalPbC207_206_Int2SE	FinalPbC238_206	FinalPbC238_206_Int2SE	FinalAgePbC207_206	FinalAgePbC207_206_Int2SE	FinalAgePbC207_235	FinalAgePbC207_235_Int2SE	FinalAgePbC207_235_Prop2SE	FinalAgePbC206_238	FinalAgePbC206_238_Int2SE	FinalAgePbC206_238_Prop2SE	FinalAgePbC208_232	FinalAgePbC208_232_Int2SE	ExtraMetaData
TS14_57	VP-X-TS-14_73.FIN2	04/08/2012 (7) 07:43:43.24	04/08/2012 (7)	07:43:43.24	19.97	VP-X-TS-14_73.FIN2	1.11	0.12	0.12	0.1046	0.0047	0.0070		0.6397859	0.0732	0.0077	0.0078	no value	NAN	no value	NAN	642	28	41	700	55	56	no value	NAN	22	11	1.68	0.87	16.8	8.3	no value	NAN	no value	NAN	no value	NAN	no value	NAN	9.560229	0.45	1180	110	28.3	3.2	0.888	0.057	0.058	0.1028	0.0051	0.0076	no value	NAN	10.21	0.52	0.0621	0.0011	659	35	630	29	30	628	30	44	no value	NAN	0.0120	0.0094	0.0120	0.0094	0.0	1.0	-9.4	2.4	2.5	0.020	0.020	0.030	no value	NAN	0.6	1.3	4	18	3270	360	1720	320	330	90	130	200	no value	NAN	FILENAME: VP-X-TS-14_73.FIN2;
TS14_58	VP-X-TS-14_74.FIN2	04/08/2012 (7) 07:45:03.24	04/08/2012 (7)	07:45:03.24	19.97	VP-X-TS-14_74.FIN2	1.014	0.026	0.038	0.1161	0.0019	0.0055		0.4080358	0.0625	0.0016	0.0022	no value	NAN	no value	NAN	708	11	32	710	13	19	no value	NAN	84	99	3.1	5.5	34	38	no value	NAN	no value	NAN	no value	NAN	no value	NAN	8.613264	0.14	713	30	6.68	0.73	1.003	0.021	0.031	0.1155	0.0020	0.0058	no value	NAN	8.70	0.14	0.06291	0.00047	702	16	703	11	16	704	11	33	no value	NAN	0.0009	0.0020	0.0009	0.0020	0.210	0.038	0.30	0.21	0.31	0.1087	0.0025	0.0073	no value	NAN	0.009	0.014	9.33	0.23	1400	130	420	120	170	664	14	43	no value	NAN	FILENAME: VP-X-TS-14_74.FIN2;
TS14_59	VP-X-TS-14_75.FIN2	04/08/2012 (7) 07:46:23.24	04/08/2012 (7)	07:46:23.24	19.97	VP-X-TS-14_75.FIN2	1.135	0.034	0.044	0.1042	0.0017	0.0054		0.4973456	0.0779	0.0019	0.0024	no value	NAN	no value	NAN	639.8	9.7	31	772	16	21	no value	NAN	250	100	14.7	6.7	150	64	no value	NAN	no value	NAN	no value	NAN	no value	NAN	9.596929	0.15	1150	35	12.9	1.2	0.856	0.017	0.023	0.1015	0.0016	0.0052	no value	NAN	9.83	0.16	0.06146	0.00039	653	13	626.8	9.6	12	622.7	9.5	31	no value	NAN	0.0221	0.0025	0.0221	0.0025	0.0	1.0	0.34	0.12	0.16	0.0970	0.0019	0.0060	no value	NAN	0.0202	0.0096	10.36	0.21	920	150	331	80	100	598	11	36	no value	NAN	FILENAME: VP-X-TS-14_75.FIN2;
TS14_60	VP-X-TS-14_76.FIN2	04/08/2012 (7) 07:49:03.24	04/08/2012 (7)	07:49:03.24	19.97	VP-X-TS-14_76.FIN2	0.900	0.061	0.067	0.1008	0.0032	0.0060		0.590514	0.0627	0.0042	0.0045	no value	NAN	no value	NAN	618	18	35	644	31	34	no value	NAN	18.4	9.7	1.04	0.60	2.6	3.5	no value	NAN	no value	NAN	no value	NAN	no value	NAN	9.920635	0.32	896	68	18.0	2.0	0.842	0.036	0.040	0.0996	0.0034	0.0065	no value	NAN	10.13	0.35	0.06076	0.00066	624	23	616	20	22	615	20	38	no value	NAN	0.0042	0.0056	0.0042	0.0056	0.0	1.0	-6.5	1.7	1.9	0.044	0.013	0.026	no value	NAN	-0.3	1.4	15	21	3020	370	1610	270	300	259	84	160	no value	NAN	FILENAME: VP-X-TS-14_76.FIN2;
TS14_61	VP-X-TS-14_78.FIN2	04/08/2012 (7) 07:51:43.24	04/08/2012 (7)	07:51:43.24	19.97	VP-X-TS-14_78.FIN2	1.059	0.027	0.039	0.0928	0.0012	0.0052		0.6038199	0.0819	0.0022	0.0027	no value	NAN	no value	NAN	572.0	7.3	31	735	14	19	no value	NAN	152	60	10.1	5.2	49	21	no value	NAN	no value	NAN	no value	NAN	no value	NAN	10.77586	0.14	1231	35	17.2	1.4	0.737	0.014	0.019	0.0900	0.0013	0.0057	no value	NAN	11.14	0.16	0.05955	0.00037	581	11	559.2	8.0	11	555.2	7.9	33	no value	NAN	0.0306	0.0030	0.0306	0.0030	0.0	1.0	0.04	0.18	0.25	0.0842	0.0018	0.0078	no value	NAN	-0.006	0.016	11.97	0.28	1180	160	220	110	160	521	11	46	no value	NAN	FILENAME: VP-X-TS-14_78.FIN2;
TS14_62	VP-X-TS-14_79.FIN2	04/08/2012 (7) 07:53:03.28	04/08/2012 (7)	07:53:03.28	10.425	VP-X-TS-14_79.FIN2	1.572	0.053	0.060	0.1555	0.0038	0.0063		0.2605432	0.0712	0.0019	0.0024	no value	NAN	no value	NAN	931	21	35	957	21	24	no value	NAN	60	120	5.3	9.4	9	16	no value	NAN	no value	NAN	no value	NAN	no value	NAN	6.430868	0.16	976	28	5.45	0.94	1.525	0.055	0.062	0.1551	0.0040	0.0067	no value	NAN	6.49	0.17	0.07047	0.00083	941	24	936	22	25	929	22	37	no value	NAN	0.0020	0.0026	0.0020	0.0026	0.250	0.054	0.74	0.27	0.31	0.1486	0.0046	0.0077	no value	NAN	0.036	0.012	6.74	0.20	1100	200	580	150	170	898	26	44	no value	NAN	FILENAME: VP-X-TS-14_79.FIN2;
TS14_63	VP-X-TS-14_81.FIN2	04/08/2012 (7) 07:58:23.24	04/08/2012 (7)	07:58:23.24	19.97	VP-X-TS-14_81.FIN2	1.156	0.033	0.043	0.1251	0.0020	0.0056		0.3578272	0.0663	0.0016	0.0022	no value	NAN	no value	NAN	760	12	32	779	15	20	no value	NAN	-160	300	-5	16	17	39	no value	NAN	no value	NAN	no value	NAN	no value	NAN	7.993605	0.13	835	32	6.44	0.66	1.107	0.025	0.032	0.1246	0.0021	0.0057	no value	NAN	8.06	0.13	0.06443	0.00055	755	18	756	12	16	757	12	33	no value	NAN	0.0032	0.0020	0.0032	0.0020	0.201	0.038	0.10	0.18	0.24	0.1153	0.0023	0.0063	no value	NAN	0.004	0.012	8.65	0.17	1140	160	270	110	150	704	13	36	no value	NAN	FILENAME: VP-X-TS-14_81.FIN2;
TS14_64	VP-X-TS-14_84.FIN2	04/08/2012 (7) 08:02:24.24	04/08/2012 (7)	08:02:24.24	19.97	VP-X-TS-14_84.FIN2	5.64	0.11	0.11	0.3558	0.0061	0.0080		0.06319433	0.1149	0.0013	0.0020	no value	NAN	no value	NAN	1960	29	38	1921	16	17	no value	NAN	4.3E+04	3.3E+04	3.9E+03	3.3E+03	5.3E+03	3.9E+03	no value	NAN	no value	NAN	no value	NAN	no value	NAN	2.810568	0.049	1876	13	5.83	0.65	6.04	0.21	0.22	0.3591	0.0070	0.0093	no value	NAN	2.784	0.055	0.1208	0.0019	1963	28	1966	30	31	1975	33	44	no value	NAN	-0.0084	0.0028	-0.0084	0.0028	0.219	0.038	4.95	0.20	0.20	0.3515	0.0063	0.0083	no value	NAN	0.1015	0.0036	2.850	0.050	1698	54	1795	34	36	1939	30	40	no value	NAN	FILENAME: VP-X-TS-14_84.FIN2;
TS14_65	VP-X-TS-14_85.FIN2	04/08/2012 (7) 08:03:44.24	04/08/2012 (7)	08:03:44.24	19.97	VP-X-TS-14_85.FIN2	1.138	0.040	0.049	0.1250	0.0024	0.0058		0.3712	0.0656	0.0022	0.0027	no value	NAN	no value	NAN	761	14	34	768	19	23	no value	NAN	61	27	-0.2	5.3	15	21	no value	NAN	no value	NAN	no value	NAN	no value	NAN	     8	0.16	815	39	8.9	1.0	1.114	0.030	0.036	0.1251	0.0026	0.0063	no value	NAN	7.97	0.17	0.06492	0.00064	769	20	756	14	17	759	15	36	no value	NAN	0.0003	0.0029	0.0003	0.0029	0.156	0.036	-0.80	0.41	0.50	0.1082	0.0040	0.0097	no value	NAN	-0.136	0.051	10.01	0.54	1740	200	540	170	200	661	24	56	no value	NAN	FILENAME: VP-X-TS-14_85.FIN2;
TS14_66	VP-X-TS-14_86.FIN2	04/08/2012 (7) 08:06:24.24	04/08/2012 (7)	08:06:24.24	19.97	VP-X-TS-14_86.FIN2	1.059	0.031	0.042	0.1220	0.0019	0.0056		0.3762429	0.0629	0.0018	0.0023	no value	NAN	no value	NAN	743	11	32	733	15	21	no value	NAN	82	40	5.3	3.0	24	12	no value	NAN	no value	NAN	no value	NAN	no value	NAN	8.196721	0.14	718	32	8.01	0.83	1.077	0.025	0.034	0.1219	0.0021	0.0061	no value	NAN	8.18	0.15	0.06401	0.00052	742	18	741	12	16	741	12	35	no value	NAN	-0.0030	0.0023	-0.0030	0.0023	0.162	0.036	-0.40	0.25	0.33	0.1095	0.0030	0.0087	no value	NAN	-0.036	0.018	9.22	0.26	1400	250	200	160	220	669	17	51	no value	NAN	FILENAME: VP-X-TS-14_86.FIN2;
TS14_67	VP-X-TS-14_87.FIN2	04/08/2012 (7) 08:07:44.24	04/08/2012 (7)	08:07:44.24	19.97	VP-X-TS-14_87.FIN2	0.985	0.026	0.038	0.1102	0.0015	0.0055		0.4528971	0.0660	0.0012	0.0019	no value	NAN	no value	NAN	673.8	8.7	32	693	13	19	no value	NAN	560	100	32.6	6.1	148	28	no value	NAN	no value	NAN	no value	NAN	no value	NAN	9.07441	0.12	807	32	4.93	0.49	0.937	0.019	0.027	0.1097	0.0015	0.0055	no value	NAN	9.17	0.12	0.06242	0.00046	692	16	671.4	9.5	14	671.1	8.7	32	no value	NAN	0.0037	0.0013	0.0037	0.0013	0.237	0.039	0.552	0.059	0.087	0.1063	0.0015	0.0055	no value	NAN	0.0393	0.0037	9.46	0.13	582	81	395	49	72	650.8	8.7	32	no value	NAN	FILENAME: VP-X-TS-14_87.FIN2;
TS14_68	VP-X-TS-14_88.FIN2	04/08/2012 (7) 08:09:04.24	04/08/2012 (7)	08:09:04.24	19.97	VP-X-TS-14_88.FIN2	1.631	0.042	0.050	0.1703	0.0028	0.0060		0.2068816	0.0697	0.0015	0.0021	no value	NAN	no value	NAN	1015	16	33	986	16	19	no value	NAN	353	74	22.8	5.9	47	11	no value	NAN	no value	NAN	no value	NAN	no value	NAN	5.871991	0.10	934	28	6.41	0.68	1.716	0.044	0.053	0.1710	0.0030	0.0064	no value	NAN	5.87	0.11	0.07272	0.00065	1005	19	1014	17	20	1018	17	35	no value	NAN	-0.0041	0.0020	-0.0041	0.0020	0.201	0.038	0.37	0.21	0.25	0.1597	0.0031	0.0066	no value	NAN	0.0161	0.0094	6.31	0.13	950	140	510	100	120	954	17	36	no value	NAN	FILENAME: VP-X-TS-14_88.FIN2;
TS14_69	VP-X-TS-14_89.FIN2	04/08/2012 (7) 08:10:24.24	04/08/2012 (7)	08:10:24.24	19.97	VP-X-TS-14_89.FIN2	1.269	0.022	0.036	0.1374	0.0019	0.0056		0.2966297	0.06747	0.00095	0.0018	no value	NAN	no value	NAN	829	11	32	830.6	9.9	16	no value	NAN	310	110	20.7	8.2	97	47	no value	NAN	no value	NAN	no value	NAN	no value	NAN	7.27802	0.10	865	16	4.07	0.46	1.262	0.025	0.040	0.1372	0.0020	0.0057	no value	NAN	7.27	0.11	0.06712	0.00042	839	13	829	11	18	829	11	32	no value	NAN	0.0008	0.0011	0.0008	0.0011	0.311	0.038	0.735	0.097	0.15	0.1316	0.0020	0.0058	no value	NAN	0.0395	0.0052	7.62	0.12	790	100	544	57	90	798	11	33	no value	NAN	FILENAME: VP-X-TS-14_89.FIN2;
TS14_70	VP-X-TS-14_91.FIN2	04/08/2012 (7) 08:15:44.24	04/08/2012 (7)	08:15:44.24	19.97	VP-X-TS-14_91.FIN2	1.043	0.022	0.036	0.1118	0.0019	0.0056		0.4480272	0.0683	0.0015	0.0021	no value	NAN	no value	NAN	684	11	32	724	11	18	no value	NAN	291	80	20.2	5.2	100	27	no value	NAN	no value	NAN	no value	NAN	no value	NAN	8.944544	0.15	869	32	6.38	0.74	0.956	0.023	0.037	0.1115	0.0020	0.0057	no value	NAN	9.00	0.16	0.06255	0.00043	692	15	682	12	19	681	12	33	no value	NAN	0.0070	0.0019	0.0070	0.0019	0.204	0.038	0.27	0.12	0.19	0.1051	0.0021	0.0061	no value	NAN	0.0154	0.0080	9.60	0.20	630	120	308	69	110	645	12	36	no value	NAN	FILENAME: VP-X-TS-14_91.FIN2;
TS14_71	VP-X-TS-14_92.FIN2	04/08/2012 (7) 08:17:05.24	04/08/2012 (7)	08:17:05.24	19.97	VP-X-TS-14_92.FIN2	0.882	0.027	0.039	0.1013	0.0015	0.0054		0.5262291	0.0631	0.0017	0.0023	no value	NAN	no value	NAN	622.0	8.7	32	644	14	20	no value	NAN	126	43	7.9	2.6	31	11	no value	NAN	no value	NAN	no value	NAN	no value	NAN	9.871668	0.15	703	38	7.39	0.84	0.844	0.017	0.025	0.1008	0.0016	0.0058	no value	NAN	9.96	0.15	0.06092	0.00044	636	16	619.8	9.6	14	619.6	9.2	33	no value	NAN	0.0031	0.0022	0.0031	0.0022	0.189	0.038	-0.18	0.21	0.30	0.0916	0.0023	0.0083	no value	NAN	-0.025	0.018	11.12	0.30	1380	200	250	120	170	565	13	49	no value	NAN	FILENAME: VP-X-TS-14_92.FIN2;
TS14_72	VP-X-TS-14_93.FIN2	04/08/2012 (7) 08:18:24.24	04/08/2012 (7)	08:18:24.24	19.97	VP-X-TS-14_93.FIN2	1.254	0.031	0.042	0.1408	0.0023	0.0057		0.287521	0.0652	0.0017	0.0022	no value	NAN	no value	NAN	850	13	32	826	14	18	no value	NAN	92	49	5.0	3.7	10	15	no value	NAN	no value	NAN	no value	NAN	no value	NAN	7.102273	0.12	813	32	6.90	0.84	1.302	0.032	0.043	0.1413	0.0025	0.0061	no value	NAN	7.11	0.13	0.06721	0.00067	841	21	848	14	18	853	14	35	no value	NAN	-0.0031	0.0022	-0.0031	0.0022	0.222	0.039	0.34	0.29	0.39	0.1323	0.0030	0.0074	no value	NAN	0.010	0.016	7.56	0.17	1560	170	720	110	150	800	17	42	no value	NAN	FILENAME: VP-X-TS-14_93.FIN2;
TS14_73	VP-X-TS-14_94.FIN2	04/08/2012 (7) 08:19:44.24	04/08/2012 (7)	08:19:44.24	19.97	VP-X-TS-14_94.FIN2	4.63	0.11	0.11	0.2895	0.0052	0.0074		0.08829469	0.1167	0.0025	0.0029	no value	NAN	no value	NAN	1642	26	37	1761	18	19	no value	NAN	-40	120	-1	12	-40	40	no value	NAN	no value	NAN	no value	NAN	no value	NAN	3.454231	0.061	1907	24	9.7	1.1	4.01	0.15	0.15	0.2859	0.0060	0.0085	no value	NAN	3.539	0.074	0.1032	0.0017	1684	30	1631	29	30	1618	30	43	no value	NAN	0.0171	0.0040	0.0171	0.0040	0.177	0.037	2.50	0.58	0.60	0.2721	0.0064	0.0091	no value	NAN	0.056	0.015	3.733	0.094	1780	150	1410	120	130	1548	33	46	no value	NAN	FILENAME: VP-X-TS-14_94.FIN2;
TS14_74	VP-X-TS-14_98.FIN2	04/08/2012 (7) 08:26:25.28	04/08/2012 (7)	08:26:25.28	12.081	VP-X-TS-14_98.FIN2	1.141	0.030	0.041	0.1233	0.0024	0.0058		0.3815064	0.0679	0.0012	0.0019	no value	NAN	no value	NAN	749	14	33	771	14	20	no value	NAN	320	210	20	14	54	36	no value	NAN	no value	NAN	no value	NAN	no value	NAN	8.1103	0.16	872	20	3.98	0.58	1.095	0.030	0.041	0.1230	0.0024	0.0060	no value	NAN	8.21	0.16	0.06610	0.00061	807	19	748	15	20	748	14	34	no value	NAN	0.0022	0.0014	0.0022	0.0014	0.310	0.049	0.833	0.094	0.13	0.1199	0.0024	0.0060	no value	NAN	0.0504	0.0052	8.38	0.17	780	120	587	56	76	730	14	34	no value	NAN	FILENAME: VP-X-TS-14_98.FIN2;
TS14_75	VP-X-TS-14_99.FIN2	04/08/2012 (7) 08:27:45.24	04/08/2012 (7)	08:27:45.24	19.97	VP-X-TS-14_99.FIN2	6.98	0.22	0.22	0.1513	0.0022	0.0058		0.2533671	0.347	0.010	0.011	no value	NAN	no value	NAN	908	12	32	2100	28	28	no value	NAN	49.3	2.2	16.34	0.52	47.1	1.7	no value	NAN	no value	NAN	no value	NAN	no value	NAN	6.609385	0.095	3662	45	104.3	2.7	0.949	0.029	0.030	0.0992	0.0026	0.0071	no value	NAN	10.14	0.27	0.06929	0.00041	908	12	674	15	15	609	15	41	no value	NAN	0.334	0.013	0.334	0.013	0.0	1.0	0.35	0.19	0.19	0.1009	0.0026	0.0070	no value	NAN	0.030	0.014	9.90	0.26	1620	180	460	120	120	619	15	41	no value	NAN	FILENAME: VP-X-TS-14_99.FIN2;
TS14_76	VP-X-TS-14_100.FIN2	04/08/2012 (7) 08:29:05.22	04/08/2012 (7)	08:29:05.22	10.23	VP-X-TS-14_100.FIN2	6.17	0.24	0.24	0.387	0.011	0.012		0.08012339	0.1183	0.0035	0.0038	no value	NAN	no value	NAN	2105	50	56	1996	34	34	no value	NAN	-22	78	-1	10	-5	17	no value	NAN	no value	NAN	no value	NAN	no value	NAN	2.583979	0.068	1952	31	9.4	1.4	7.29	0.45	0.45	0.395	0.013	0.014	no value	NAN	2.540	0.079	0.1313	0.0039	2102	52	2125	54	54	2142	60	67	no value	NAN	-0.0202	0.0062	-0.0202	0.0062	0.147	0.050	2.8	1.1	1.1	0.357	0.013	0.015	no value	NAN	0.054	0.020	2.80	0.10	1900	200	1560	230	240	1968	61	69	no value	NAN	FILENAME: VP-X-TS-14_100.FIN2;
																																																																																																				
TS16_1	VP-X-TS-16_1.FIN2	03/08/2012 (6) 21:53:39.24	03/08/2012 (6)	21:53:39.24	19.97	VP-X-TS-16_1.FIN2	1.028	0.018	0.034	0.1129	0.0012	0.0055		0.431494	0.0655	0.0011	0.0018	no value	NAN	no value	NAN	689.6	7.2	32	717.0	9.1	17	no value	NAN	60.8	4.3	3.98	0.30	12.80	0.96	no value	NAN	no value	NAN	no value	NAN	no value	NAN	8.857396	0.097	785	21	5.37	0.54	0.982	0.014	0.027	0.1125	0.0013	0.0057	no value	NAN	8.91	0.10	0.06333	0.00041	720	13	693.5	7.4	14	687.3	7.4	33	no value	NAN	0.0034	0.0014	0.0034	0.0014	0.246	0.039	-3.56	0.28	0.53	0.0752	0.0025	0.011	no value	NAN	-0.406	0.051	14.08	0.59	440	440	-190	350	670	467	15	66	no value	NAN	FILENAME: VP-X-TS-16_1.FIN2;
TS16_2	VP-X-TS-16_2.FIN2	03/08/2012 (6) 21:55:00.24	03/08/2012 (6)	21:55:00.24	19.97	VP-X-TS-16_2.FIN2	6.08	0.12	0.13	0.3474	0.0050	0.0074		0.06131576	0.1259	0.0021	0.0025	no value	NAN	no value	NAN	1922	24	35	1985	17	17	no value	NAN	239	61	29.9	7.5	37.6	8.6	no value	NAN	no value	NAN	no value	NAN	no value	NAN	2.878526	0.041	2028	21	6.65	0.68	5.66	0.17	0.17	0.3433	0.0056	0.0082	no value	NAN	2.911	0.047	0.1189	0.0015	1939	23	1918	25	25	1900	27	39	no value	NAN	0.0107	0.0030	0.0107	0.0030	0.195	0.038	2.64	0.38	0.39	0.3224	0.0053	0.0078	no value	NAN	0.0575	0.0080	3.118	0.052	1390	120	1353	97	99	1799	26	38	no value	NAN	FILENAME: VP-X-TS-16_2.FIN2;
TS16_3	VP-X-TS-16_8.FIN2	03/08/2012 (6) 22:04:20.24	03/08/2012 (6)	22:04:20.24	19.97	VP-X-TS-16_8.FIN2	10.18	0.13	0.13	0.4369	0.0051	0.0075		0.03929137	0.1695	0.0011	0.0019	no value	NAN	no value	NAN	2335	23	34	2450	12	12	no value	NAN	560	140	94	23	171	41	no value	NAN	no value	NAN	no value	NAN	no value	NAN	2.288853	0.027	2554.1	6.2	6.48	0.69	8.97	0.26	0.27	0.4284	0.0062	0.0091	no value	NAN	2.339	0.034	0.1527	0.0024	2369	27	2330	26	27	2298	28	41	no value	NAN	0.0198	0.0031	0.0198	0.0031	0.195	0.038	8.02	0.20	0.21	0.4203	0.0049	0.0072	no value	NAN	0.1394	0.0030	2.382	0.028	2204	39	2230	23	24	2262	23	33	no value	NAN	FILENAME: VP-X-TS-16_8.FIN2;
TS16_4	VP-X-TS-16_9.FIN2	03/08/2012 (6) 22:05:40.24	03/08/2012 (6)	22:05:40.24	19.97	VP-X-TS-16_9.FIN2	5.503	0.062	0.068	0.3330	0.0041	0.0068		0.06132258	0.12087	0.00094	0.0017	no value	NAN	no value	NAN	1852	20	33	1899.3	9.7	11	no value	NAN	620	120	75	15	232	47	no value	NAN	no value	NAN	no value	NAN	no value	NAN	3.003003	0.037	1967.4	7.2	4.74	0.54	5.25	0.13	0.14	0.3310	0.0046	0.0078	no value	NAN	3.030	0.044	0.1159	0.0013	1897	21	1854	21	23	1842	22	38	no value	NAN	0.0068	0.0021	0.0068	0.0021	0.272	0.039	3.82	0.14	0.16	0.3206	0.0040	0.0068	no value	NAN	0.0871	0.0030	3.135	0.039	1369	65	1586	31	34	1792	20	33	no value	NAN	FILENAME: VP-X-TS-16_9.FIN2;
TS16_5	VP-X-TS-16_10.FIN2	03/08/2012 (6) 22:07:00.24	03/08/2012 (6)	22:07:00.24	19.97	VP-X-TS-16_10.FIN2	0.880	0.027	0.039	0.1014	0.0016	0.0057		0.554369	0.0633	0.0020	0.0024	no value	NAN	no value	NAN	622.2	9.6	33	638	15	21	no value	NAN	34.8	5.6	2.10	0.29	9.4	1.6	no value	NAN	no value	NAN	no value	NAN	no value	NAN	9.861933	0.16	713	43	8.27	0.90	0.846	0.018	0.027	0.1010	0.0018	0.0061	no value	NAN	9.93	0.18	0.06083	0.00048	630	17	621	10	15	620	10	36	no value	NAN	0.0028	0.0025	0.0028	0.0025	0.159	0.036	-8.07	0.77	1.1	0.0251	0.0063	0.022	no value	NAN	1.1	1.7	-8	25	1270	310	-400	1000	1500	162	41	140	no value	NAN	FILENAME: VP-X-TS-16_10.FIN2;
TS16_6	VP-X-TS-16_11.FIN2	03/08/2012 (6) 22:11:00.24	03/08/2012 (6)	22:11:00.24	19.97	VP-X-TS-16_11.FIN2	5.520	0.090	0.095	0.3426	0.0047	0.0072		0.06134198	0.1170	0.0014	0.0020	no value	NAN	no value	NAN	1899	23	35	1902	14	15	no value	NAN	195	30	22.6	3.4	56.9	7.4	no value	NAN	no value	NAN	no value	NAN	no value	NAN	2.918856	0.040	1923	11	5.03	0.54	5.49	0.15	0.16	0.3421	0.0053	0.0082	no value	NAN	2.922	0.046	0.1167	0.0013	1907	20	1893	23	24	1895	26	39	no value	NAN	-0.0002	0.0024	-0.0002	0.0024	0.254	0.039	0.70	0.40	0.41	0.3066	0.0049	0.0076	no value	NAN	0.0164	0.0095	3.266	0.055	900	130	960	130	140	1722	24	37	no value	NAN	FILENAME: VP-X-TS-16_11.FIN2;
TS16_7	VP-X-TS-16_12.FIN2	03/08/2012 (6) 22:12:20.24	03/08/2012 (6)	22:12:20.24	19.97	VP-X-TS-16_12.FIN2	0.869	0.027	0.039	0.0889	0.0015	0.0057		0.7212259	0.0703	0.0023	0.0027	no value	NAN	no value	NAN	549.0	9.0	34	632	14	21	no value	NAN	31.8	3.5	2.23	0.25	10.1	1.1	no value	NAN	no value	NAN	no value	NAN	no value	NAN	11.24859	0.19	953	43	11.1	1.2	0.712	0.017	0.025	0.0885	0.0017	0.0064	no value	NAN	11.36	0.21	0.05939	0.00060	573	20	548	10	15	547	10	37	no value	NAN	0.0137	0.0030	0.0137	0.0030	0.132	0.034	-6.62	0.63	0.93	0.0282	0.0056	0.021	no value	NAN	-0.35	0.67	18.0	8.5	1810	740	-210	740	1100	175	35	130	no value	NAN	FILENAME: VP-X-TS-16_12.FIN2;
TS16_8	VP-X-TS-16_13.FIN2	03/08/2012 (6) 22:13:41.24	03/08/2012 (6)	22:13:41.24	19.97	VP-X-TS-16_13.FIN2	0.954	0.027	0.039	0.1098	0.0016	0.0057		0.4727921	0.0635	0.0017	0.0022	no value	NAN	no value	NAN	671.5	9.6	33	682	14	20	no value	NAN	44.7	5.3	3.04	0.44	12.5	1.5	no value	NAN	no value	NAN	no value	NAN	no value	NAN	9.107468	0.14	725	32	7.07	0.82	0.939	0.020	0.029	0.1098	0.0018	0.0061	no value	NAN	9.12	0.15	0.06276	0.00053	700	18	673	10	15	672	10	36	no value	NAN	0.0013	0.0021	0.0013	0.0021	0.201	0.038	-5.83	0.52	0.76	0.0523	0.0043	0.015	no value	NAN	-2.1	1.2	33	14	1.4E+03	1.2E+03	-10	450	660	329	27	92	no value	NAN	FILENAME: VP-X-TS-16_13.FIN2;
TS16_9	VP-X-TS-16_14.FIN2	03/08/2012 (6) 22:15:00.24	03/08/2012 (6)	22:15:00.24	19.97	VP-X-TS-16_14.FIN2	0.758	0.022	0.036	0.0953	0.0013	0.0056		0.6165982	0.0584	0.0016	0.0022	no value	NAN	no value	NAN	587.2	7.8	34	575	13	21	no value	NAN	63	34	3.9	2.0	14.6	7.5	no value	NAN	no value	NAN	no value	NAN	no value	NAN	10.49318	0.15	569	33	7.45	0.77	0.781	0.015	0.025	0.0952	0.0014	0.0060	no value	NAN	10.50	0.16	0.05950	0.00040	583	15	586.3	8.7	14	586.2	8.3	36	no value	NAN	-0.0017	0.0021	-0.0017	0.0021	0.192	0.038	-1.44	0.28	0.47	0.0747	0.0028	0.012	no value	NAN	-0.207	0.044	14.10	0.62	1340	210	140	190	320	467	17	71	no value	NAN	FILENAME: VP-X-TS-16_14.FIN2;
